Model,RMSE,MAE,R²
Ridge Regression,8.522132792272814,3.568992409801808,0.9998871167931908
Random Forest,234.05791353200448,49.995061967565555,0.9148510292447652
XGBoost,174.34154612889304,33.22479156495173,0.9527573195558255
