Feature,Importance
Emissions_Rolling_Mean_3,0.9437571655877518
Emissions_Lag_1,0.04069309979665834
Emissions_Rolling_Mean_5,0.012019673905855253
Emissions_Lag_3,0.0015576682224512043
Emissions_Lag_2,0.0009686123677057522
Emissions_Change,0.0003169004449126807
Emissions_Pct_Change,0.00019886913158342917
Sector_Encoded,0.00013273927456888186
Years_Since_1970,0.00012718624350339632
Country_Encoded,0.0001269661229557136
Year,9.910172974924264e-05
Decade,2.017172304285519e-06
